nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
120,13024,3458,3277,90,225,671,820,635,700,375,547,700,740,407,187,0,0,0,0,0,0,3780,2596,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9884,401,237,90,188,187,750,347,700,0,0,0,0,0,0,0,0,0,0,0,0,4625,1239,1,1
121,10389,236,62,135,251,815,845,719,371,0,0,0,0,0,0,0,0,0,0,0,0,5220,1630,1,13658,13135,12740,300,812,555,760,646,371,0,0,0,0,0,0,0,0,0,0,0,0,1560,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7069,4470,4425,300,303,371,855,724,308,340,469,308,775,124,761,0,0,0,0,0,0,1620,15,2,2
122,12816,354,291,240,253,445,970,806,128,0,0,0,0,0,0,0,0,0,0,0,0,4020,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10611,8562,7978,90,624,128,1225,975,700,1195,1452,700,675,203,395,0,0,0,0,0,0,3780,362,2,1
123,2901,246,41,90,491,579,1005,920,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,395,53,165,478,128,1275,1004,413,0,0,0,0,0,0,0,0,0,0,0,0,3960,170,1,1
124,12211,2416,2198,180,365,671,930,900,349,0,0,0,0,0,0,0,0,0,0,0,0,550,3571,1,9494,1549,1374,150,279,750,176,221,349,0,0,0,0,0,0,0,0,0,0,0,0,379,915,1,149,551,71,420,823,548,880,916,349,0,0,0,0,0,0,0,0,0,0,0,0,550,3426,1,8197,1720,264,150,1551,349,55,81,815,930,921,815,930,810,476,0,0,0,0,0,0,6990,4419,2,3
125,6671,148,7,240,334,128,975,726,403,0,0,0,0,0,0,0,0,0,0,0,0,3960,1095,1,6327,4707,4072,90,667,700,705,311,403,0,0,0,0,0,0,0,0,0,0,0,0,3780,1063,1,11025,144,68,240,257,815,945,803,403,0,0,0,0,0,0,0,0,0,0,0,0,5160,735,1,10266,65,66,240,196,403,1005,764,800,0,0,0,0,0,0,0,0,0,0,0,0,3960,2383,1,3
126,121,1595,1143,300,695,609,830,765,815,0,0,0,0,0,0,0,0,0,0,0,0,5310,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4161,108,101,240,183,815,240,249,349,0,0,0,0,0,0,0,0,0,0,0,0,5250,506,1,1
127,8802,1182,43,90,1166,815,1220,1030,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8848,2701,1989,90,749,700,605,203,698,0,0,0,0,0,0,0,0,0,0,0,0,3780,8598,1,1
128,10852,2843,43,240,2985,815,285,223,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,1323,1,10369,205,86,135,210,815,285,194,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14512,1544,772,90,797,485,1250,881,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1653,1,2
129,9006,88,24,240,271,128,1045,832,700,0,0,0,0,0,0,0,0,0,0,0,0,3960,464,1,6274,6842,6122,90,749,174,630,260,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6109,671,367,90,330,700,845,526,628,0,0,0,0,0,0,0,0,0,0,0,0,3780,445,1,2
130,4008,684,101,240,766,815,285,175,281,0,0,0,0,0,0,0,0,0,0,0,0,5100,1214,1,8971,2056,1194,90,915,700,1825,329,281,0,0,0,0,0,0,0,0,0,0,0,0,3780,1660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3809,1318,391,90,958,281,1200,772,700,465,911,700,1060,678,113,0,0,0,0,0,0,3780,1055,2,2
131,6610,545,55,300,764,233,760,568,798,0,0,0,0,0,0,0,0,0,0,0,0,3960,1395,1,2018,1348,1,180,1467,243,545,332,815,760,987,815,610,622,798,0,0,0,0,0,0,5100,10984,2,7012,165,145,300,345,371,750,668,555,245,249,555,440,228,798,0,0,0,0,0,0,2160,1155,2,10261,2865,2839,240,221,798,740,701,815,420,364,815,800,883,233,0,0,0,0,0,0,5220,74,2,3
132,13042,415,152,90,299,700,1470,971,476,0,0,0,0,0,0,0,0,0,0,0,0,3780,1007,1,14063,2600,2107,90,524,299,820,556,700,785,1221,700,1790,1206,476,0,0,0,0,0,0,3780,998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178,8788,5738,90,4124,476,1130,632,441,0,0,0,0,0,0,0,0,0,0,0,0,3780,2775,1,2
133,11874,1309,876,270,641,349,205,248,524,260,229,524,2880,682,173,0,0,0,0,0,0,3445,2907,2,12067,1680,1640,250,233,597,1170,919,349,655,921,349,191,661,173,0,0,0,0,0,0,824,6370,2,12153,758,45,240,892,413,1390,1061,256,2585,1610,256,1560,768,173,0,0,0,0,0,0,3600,4618,2,1199,203,193,240,136,173,1074,1099,456,0,0,0,0,0,0,0,0,0,0,0,0,356,448,1,3
134,6214,839,662,90,216,700,1935,1415,431,0,0,0,0,0,0,0,0,0,0,0,0,3780,2806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,399,85,90,379,431,1745,1399,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,39,1,1
135,14611,434,420,195,149,441,700,713,349,0,0,0,0,0,0,0,0,0,0,0,0,385,1457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11178,560,117,420,837,349,1114,873,468,0,0,0,0,0,0,0,0,0,0,0,0,341,776,1,1
136,11030,872,71,240,994,815,265,198,614,0,0,0,0,0,0,0,0,0,0,0,0,5460,4238,1,8926,185,22,240,388,128,755,237,614,0,0,0,0,0,0,0,0,0,0,0,0,3670,1167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9439,194,188,150,126,614,455,216,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,837,1,2
137,866,392,93,180,415,216,735,498,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,101,1,14107,349,239,385,480,456,1435,1155,349,3185,3357,349,770,732,815,0,0,0,0,0,0,340,50,2,4018,1078,444,210,784,233,1000,903,815,0,0,0,0,0,0,0,0,0,0,0,0,5165,2065,1,9260,1465,486,90,1009,815,1220,1045,700,175,353,700,695,254,561,0,0,0,0,0,0,3780,19940,2,3
138,13201,623,194,90,454,700,2315,1517,411,0,0,0,0,0,0,0,0,0,0,0,0,3420,1699,1,2836,118,105,150,122,166,130,166,128,930,909,128,645,330,411,0,0,0,0,0,0,4230,1872,2,9402,8224,7433,90,821,456,905,660,700,90,339,700,2320,1609,411,0,0,0,0,0,0,3420,32933,2,2414,3118,2711,90,437,411,1940,1709,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,135,1,3
139,305,2432,1700,150,831,456,1030,767,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,2588,1,4611,126,45,135,165,815,215,119,128,0,0,0,0,0,0,0,0,0,0,0,0,4890,619,1,8551,1608,1647,240,152,411,855,1022,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,2499,1,10735,1597,497,240,1296,128,970,754,403,0,0,0,0,0,0,0,0,0,0,0,0,3960,1001,1,3
140,7427,14220,13315,300,1158,609,905,943,597,0,0,0,0,0,0,0,0,0,0,0,0,2760,1478,1,6733,1123,1113,240,216,128,960,707,597,0,0,0,0,0,0,0,0,0,0,0,0,3960,175,1,13616,670,89,300,853,308,925,904,597,0,0,0,0,0,0,0,0,0,0,0,0,2760,1517,1,12065,1575,1549,280,283,597,910,911,349,0,0,0,0,0,0,0,0,0,0,0,0,550,1556,1,3
141,5602,478,288,240,470,431,735,785,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,1122,1,1919,9128,8700,90,461,476,1130,807,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,132,1,1066,86,66,240,223,371,995,827,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,364,1,10358,3090,2055,90,1067,128,1135,731,441,0,0,0,0,0,0,0,0,0,0,0,0,3780,14635,1,3
142,12468,331,296,240,238,700,900,961,128,400,355,128,800,655,548,0,0,0,0,0,0,4140,3057,2,14079,14161,10934,240,3444,128,980,659,548,0,0,0,0,0,0,0,0,0,0,0,0,3960,1615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4568,2938,2572,240,572,548,920,836,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,59,1,2
143,797,1073,612,150,626,134,220,175,128,1535,1518,128,645,337,411,0,0,0,0,0,0,4230,3405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13717,401,350,180,171,411,935,1241,317,0,0,0,0,0,0,0,0,0,0,0,0,660,3322,1,1
144,8504,1250,323,90,957,256,1240,990,700,0,0,0,0,0,0,0,0,0,0,0,0,3840,2924,1,2897,1398,255,150,1240,727,125,162,128,425,405,128,825,824,700,0,0,0,0,0,0,4170,260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11310,4857,4234,90,654,700,920,719,538,0,0,0,0,0,0,0,0,0,0,0,0,3780,388,1,2
145,5086,685,650,360,335,187,655,691,349,0,0,0,0,0,0,0,0,0,0,0,0,550,3194,1,12561,244,181,240,254,456,910,976,349,0,0,0,0,0,0,0,0,0,0,0,0,550,6476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9558,1017,582,420,857,349,1240,880,671,0,0,0,0,0,0,0,0,0,0,0,0,335,624,1,2
146,10725,119,44,135,141,815,215,198,128,0,0,0,0,0,0,0,0,0,0,0,0,4890,595,1,525,1862,1134,240,896,152,700,675,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6727,249,177,150,170,128,765,636,610,0,0,0,0,0,0,0,0,0,0,0,0,3600,482,1,2
147,2329,140,291,300,59,216,690,970,798,390,166,798,750,703,349,0,0,0,0,0,0,3960,2272,2,5620,722,400,360,606,700,1000,1097,349,0,0,0,0,0,0,0,0,0,0,0,0,550,2872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,1520,1001,150,660,349,2165,854,144,0,0,0,0,0,0,0,0,0,0,0,0,2880,1843,1,2
148,3039,3734,3634,90,141,671,815,616,700,1105,1422,700,1850,1312,308,0,0,0,0,0,0,3780,2088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12939,740,246,300,749,308,925,960,597,0,0,0,0,0,0,0,0,0,0,0,0,2760,3915,1,1
149,10466,104,88,135,99,815,285,240,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14375,1388,1024,90,429,485,1250,902,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,674,1,1
150,12309,265,224,210,161,388,600,383,349,305,558,349,1162,871,144,0,0,0,0,0,0,1953,2064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381,1312,157,300,1421,144,1595,553,490,0,0,0,0,0,0,0,0,0,0,0,0,7050,3,1,1
151,111,216,137,150,168,431,795,577,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,1218,1,9444,228,77,150,244,614,455,178,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,888,1,5060,1110,241,180,989,597,1050,926,815,0,0,0,0,0,0,0,0,0,0,0,0,6460,762,1,3647,231,212,135,95,815,280,147,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,309,1,3
152,11240,1385,122,150,1342,101,60,96,727,665,636,727,35,52,166,0,0,0,0,0,0,2880,330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803,322,294,150,124,166,130,163,128,875,866,128,690,665,476,0,0,0,0,0,0,4230,2900,2,1
153,12289,789,150,180,759,515,365,126,815,0,0,0,0,0,0,0,0,0,0,0,0,5605,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,1406,331,240,1267,815,760,760,609,0,0,0,0,0,0,0,0,0,0,0,0,7680,1176,1,1
154,9343,205,108,150,189,614,455,158,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11110,248,124,135,219,815,290,180,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,3024,1,1
155,4992,123,27,240,268,476,975,896,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,92,64,135,125,815,285,149,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,718,1,1
156,220,169,1,240,336,476,975,721,815,0,0,0,0,0,0,0,0,0,0,0,0,6465,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505,198,180,135,113,815,280,168,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,164,1,1
157,8220,1612,1307,90,365,413,860,504,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1899,1,1390,37477,36496,90,1011,815,1220,1012,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6296,3241,3052,90,222,700,805,557,206,0,0,0,0,0,0,0,0,0,0,0,0,3780,960,1,2
158,7182,4669,1169,90,3516,233,1345,1001,308,0,0,0,0,0,0,0,0,0,0,0,0,3780,2204,1,1432,176,216,240,150,571,395,112,128,480,772,128,920,742,308,0,0,0,0,0,0,3960,19064,2,9095,913,121,150,890,727,120,159,128,1560,1532,128,650,655,308,0,0,0,0,0,0,4230,8801,2,638,165,147,300,282,308,800,666,485,0,0,0,0,0,0,0,0,0,0,0,0,1140,110,1,3
159,441,208,3,180,322,476,985,757,815,0,0,0,0,0,0,0,0,0,0,0,0,3495,2352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4593,1195,44,240,1341,815,760,831,609,0,0,0,0,0,0,0,0,0,0,0,0,7680,665,1,1
160,14042,786,95,150,781,750,540,163,485,0,0,0,0,0,0,0,0,0,0,0,0,720,349,1,11019,228,25,135,355,815,290,203,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14532,1184,732,90,515,485,1250,997,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,2061,1,2
161,12535,1152,817,180,489,671,930,906,349,0,0,0,0,0,0,0,0,0,0,0,0,550,5720,1,770,1009,620,180,559,671,910,1805,349,0,0,0,0,0,0,0,0,0,0,0,0,550,5267,1,14007,1988,1632,300,596,548,890,876,349,0,0,0,0,0,0,0,0,0,0,0,0,385,3813,1,12601,2358,2102,420,632,349,816,724,609,0,0,0,0,0,0,0,0,0,0,0,0,414,354,1,3
162,9761,515,441,180,191,485,140,164,281,0,0,0,0,0,0,0,0,0,0,0,0,2880,43,1,12231,474,259,150,326,809,455,443,128,405,416,128,110,320,281,0,0,0,0,0,0,4230,866,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8004,145,43,150,196,281,130,167,134,0,0,0,0,0,0,0,0,0,0,0,0,2850,110,1,2
163,8449,1041,179,150,964,101,130,183,128,0,0,0,0,0,0,0,0,0,0,0,0,4230,50,1,9514,2212,1613,90,629,299,820,509,700,1430,1756,700,1275,913,128,0,0,0,0,0,0,3780,226,2,1286,1557,260,300,1551,753,1320,1120,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,368,1,569,321,3,165,438,128,1275,1031,413,0,0,0,0,0,0,0,0,0,0,0,0,3960,860,1,3
164,12873,1837,1625,90,269,671,820,483,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,128,1,14528,1655,797,90,903,485,1250,830,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,4,1,7952,1541,610,90,966,281,1200,858,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,324,1,12728,2052,230,360,2118,700,1125,1012,481,80,193,481,120,157,349,0,0,0,0,0,0,550,6222,2,3
165,12655,7731,7818,90,1373,128,1400,1034,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,839,1,1774,143,142,240,208,128,1040,806,700,0,0,0,0,0,0,0,0,0,0,0,0,3960,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10742,1183,618,90,605,700,795,377,671,0,0,0,0,0,0,0,0,0,0,0,0,3780,1922,1,2
166,1737,849,180,240,851,456,1015,835,128,650,855,128,385,242,485,0,0,0,0,0,0,3960,622,2,3947,214,65,135,232,815,285,213,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,86,1,4479,104,35,135,163,815,295,214,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,157,1,11321,699,628,150,164,485,95,31,815,235,299,815,210,149,238,0,0,0,0,0,0,5700,81,2,3
167,7569,5833,3513,90,2357,262,1130,731,700,1420,1835,700,1240,893,815,0,0,0,0,0,0,3780,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3784,1121,102,240,1198,815,760,696,609,0,0,0,0,0,0,0,0,0,0,0,0,7680,976,1,1
168,11094,1195,1834,155,889,134,640,609,609,0,0,0,0,0,0,0,0,0,0,0,0,2880,6108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14040,410,214,185,322,609,525,722,281,415,214,281,585,579,610,250,260,610,1280,1319,211,2880,34,3,1
169,8446,822,78,110,797,377,285,172,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,167,1,8315,97,58,110,92,377,280,173,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13190,718,292,300,683,485,280,174,815,1650,1732,815,225,129,649,0,0,0,0,0,0,4740,1155,2,2
170,7999,189,249,300,180,128,840,852,485,325,360,485,780,748,800,0,0,0,0,0,0,4080,1044,2,11946,764,1,240,971,128,880,693,800,0,0,0,0,0,0,0,0,0,0,0,0,3960,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11502,1459,1236,150,317,800,590,622,128,600,597,128,765,1028,610,0,0,0,0,0,0,3600,1516,2,2
171,5836,1414,340,150,1189,413,730,744,128,910,880,128,95,176,391,0,0,0,0,0,0,4230,3928,2,8241,2633,545,180,2198,326,125,62,815,185,258,815,275,162,391,0,0,0,0,0,0,5070,6681,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,951,124,150,922,391,100,120,128,2225,2221,128,605,572,287,0,0,0,0,0,0,4230,12741,2,2
172,13582,434,340,360,394,153,1495,1115,349,1445,1834,349,1046,890,441,0,0,0,0,0,0,1049,1219,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13350,1712,1697,240,205,441,970,1381,128,1770,1493,128,900,653,388,0,0,0,0,0,0,3960,273,2,1
173,767,789,69,180,839,671,1170,929,349,560,813,349,157,147,770,0,0,0,0,0,0,2963,2933,2,285,266,200,300,298,609,820,717,815,930,1050,815,385,165,770,0,0,0,0,0,0,5400,93,2,9662,1059,287,240,955,456,1030,1183,128,1355,1226,128,1620,1227,770,0,0,0,0,0,0,3960,1222,2,558,807,296,150,608,770,115,113,128,580,588,128,590,663,628,0,0,0,0,0,0,4230,2140,2,3
174,2698,3806,2979,240,1019,456,1030,792,128,810,1114,128,380,93,770,0,0,0,0,0,0,3960,4220,2,992,1002,679,180,446,671,1160,893,349,1380,1623,349,648,588,770,0,0,0,0,0,0,372,270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5222,1466,1392,240,264,770,380,119,128,505,774,128,500,280,423,0,0,0,0,0,0,4020,7313,2,2
175,2584,691,143,240,731,815,225,166,128,0,0,0,0,0,0,0,0,0,0,0,0,4890,399,1,5644,1809,1660,180,278,609,590,492,128,0,0,0,0,0,0,0,0,0,0,0,0,4140,499,1,5267,497,1,180,616,610,230,165,128,0,0,0,0,0,0,0,0,0,0,0,0,4140,144,1,8826,1518,667,240,1047,128,975,899,403,0,0,0,0,0,0,0,0,0,0,0,0,3960,148,1,3
176,13546,1577,309,240,1445,476,975,755,815,615,862,815,255,171,610,0,0,0,0,0,0,5160,48,2,12464,790,598,180,312,485,155,147,610,0,0,0,0,0,0,0,0,0,0,0,0,2880,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9338,512,60,150,542,610,500,1617,349,0,0,0,0,0,0,0,0,0,0,0,0,385,884,1,2
177,4995,221,172,240,222,476,975,851,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,752,1,12508,1524,1442,150,172,233,375,120,815,0,0,0,0,0,0,0,0,0,0,0,0,4700,988,1,9392,164,98,150,161,614,455,190,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,850,1,1372,35112,34137,90,1004,815,1220,1043,700,215,412,700,605,227,698,0,0,0,0,0,0,3780,3588,2,3
178,293,529,180,180,469,216,735,492,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10072,1110,69,240,1223,815,780,732,609,0,0,0,0,0,0,0,0,0,0,0,0,7680,818,1,1
179,7844,855,106,150,841,281,255,456,524,0,0,0,0,0,0,0,0,0,0,0,0,2880,1112,1,9993,127,58,135,160,815,380,220,524,0,0,0,0,0,0,0,0,0,0,0,0,5460,179,1,5066,1097,180,180,1037,597,1050,957,815,935,1031,815,380,270,524,0,0,0,0,0,0,5460,1025,2,1323,1119,513,150,710,524,185,228,128,355,308,128,120,150,361,0,0,0,0,0,0,4230,990,2,3
180,14335,528,290,90,267,700,845,546,628,0,0,0,0,0,0,0,0,0,0,0,0,3780,386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10123,5272,3230,300,2294,628,920,755,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,1059,1,1
181,10269,1969,697,240,1467,403,1180,951,809,0,0,0,0,0,0,0,0,0,0,0,0,4020,1834,1,6648,310,715,960,509,490,595,428,555,1320,1490,555,1145,238,809,0,0,0,0,0,0,1590,661,2,4875,78,123,240,141,770,380,113,128,460,745,128,790,497,809,0,0,0,0,0,0,3960,1290,2,12175,742,546,300,458,809,675,577,128,440,530,128,810,557,349,0,0,0,0,0,0,3960,2159,2,3
